real wU wUE  wI wIE  user  film
 5.0 2.4 2.6 3.0 2.0 1066.0 33.0
 3.0 1.9 1.1 4.2 1.2 2666.0 504.0
 5.0 2.0 3.0 3.7 1.3 1959.0 508.0
 1.0 2.3 1.3 2.3 1.3 721.0 517.0
 3.0 2.0 1.0 2.8 0.2 148.0 310.0
 3.0 1.9 1.1 3.5 0.5 4555.0 110.0
 4.0 2.2 1.8 4.1 0.1 1045.0 55.0
 4.0 2.2 1.8 3.9 0.1 3595.0 658.0
 3.5 1.4 2.1 3.2 0.3 1526.0 212.0
 3.0 2.4 0.6 2.8 0.2 3064.0 184.0
 3.5 2.8 0.7 4.1 0.6 404.0 282.0
 4.5 2.8 1.7 3.6 0.9 571.0 103.0
 4.5 2.3 2.2 3.7 0.8 256.0 345.0
 5.0 2.6 2.4 3.7 1.3 4848.0 286.0
 0.5 1.4 0.9 3.4 2.9 2744.0 546.0
 4.5 2.0 2.5 3.2 1.3 1456.0 425.0
 5.0 2.2 2.8 3.2 1.8 823.0 42.0
 4.0 2.5 1.5 3.8 0.2 358.0 462.0
 3.5 2.1 1.4 3.7 0.2 1347.0 22.0
 4.5 2.9 1.6 3.6 0.9 110.0 606.0
 1.5 2.6 1.1 2.6 1.1 1461.0 432.0
 3.0 2.6 0.4 3.2 0.2 324.0 312.0
 3.0 2.3 0.7 3.4 0.4 3521.0 485.0
 5.0 3.0 2.0 3.6 1.4 243.0 263.0
 3.0 1.5 1.5 3.1 0.1 1277.0 261.0
 3.5 2.5 1.0 4.0 0.5 6032.0 291.0
 3.5 2.2 1.3 3.0 0.5 4154.0 485.0
 3.0 1.1 1.9 3.2 0.2 1146.0 14.0
 4.0 2.2 1.8 3.7 0.3 7069.0 490.0
 5.0 2.7 2.3 3.9 1.1 1293.0 429.0
 4.5 3.4 1.1 3.8 0.7 1435.0 272.0
 2.5 2.0 0.5 2.3 0.2 1555.0 571.0
 4.0 2.4 1.6 3.7 0.3 224.0 305.0
 5.0 2.1 2.9 3.8 1.2 358.0 310.0
 3.0 2.1 0.9 3.3 0.3 2731.0 527.0
 3.0 2.6 0.4 4.1 1.1 480.0 71.0
 4.0 2.1 1.9 3.8 0.2 2316.0 386.0
 3.0 1.6 1.4 1.7 1.3 2509.0 293.0
 5.0 2.3 2.7 3.9 1.1 1546.0 55.0
 4.5 3.2 1.3 3.6 0.9 244.0 576.0
 4.0 2.3 1.7 3.9 0.1 752.0 104.0
 3.0 2.7 0.3 3.5 0.5 763.0 18.0
 3.0 2.8 0.2 3.7 0.7 447.0 18.0
 4.0 2.3 1.7 2.9 1.1 223.0 118.0
 3.0 2.2 0.8 3.6 0.6 364.0 72.0
 3.5 1.4 2.1 3.5 0.0 3698.0 72.0
 4.0 3.2 0.8 3.5 0.5 339.0 670.0
 4.0 2.6 1.4 4.0 0.0 1608.0 396.0
 5.0 1.7 3.3 3.5 1.5 18.0 623.0
 2.5 2.5 0.0 3.9 1.4 828.0 129.0
 4.0 3.1 0.9 3.9 0.1 185.0 166.0
 4.5 3.3 1.2 3.7 0.8 778.0 234.0
 4.0 1.9 2.1 2.8 1.2 2618.0 664.0
 4.0 2.0 2.0 3.3 0.7 940.0 451.0
 3.5 2.6 0.9 3.4 0.1 1384.0 151.0
 4.0 1.4 2.6 3.4 0.6 6688.0 379.0
 5.0 3.4 1.6 3.9 1.1 227.0 3.0
 2.0 2.6 0.6 3.4 1.4 270.0 465.0
 4.0 2.4 1.6 3.9 0.1 894.0 613.0
 3.5 1.4 2.1 3.7 0.2 4375.0 310.0
 3.5 1.9 1.6 2.2 1.3 4541.0 110.0
 1.0 2.7 1.7 3.8 2.8 439.0 496.0
 5.0 1.9 3.1 3.4 1.6 3002.0 94.0
 4.0 2.4 1.6 2.6 1.4 30.0 574.0
 4.0 2.9 1.1 3.8 0.2 57.0 547.0
 1.5 2.6 1.1 3.7 2.2 1098.0 330.0
 4.0 1.9 2.1 2.0 2.0 1239.0 663.0
 1.0 2.1 1.1 2.3 1.3 149.0 438.0
 4.0 2.6 1.4 3.6 0.4 229.0 370.0
 4.0 3.0 1.0 4.1 0.1 137.0 83.0
 5.0 3.4 1.6 4.0 1.0 24.0 669.0
 2.0 2.5 0.5 2.9 0.9 60.0 162.0
 5.0 2.4 2.6 3.2 1.8 861.0 607.0
 3.0 1.9 1.1 3.9 0.9 2173.0 451.0
 4.0 1.9 2.1 3.1 0.9 3117.0 148.0
 4.0 2.7 1.3 3.8 0.2 344.0 492.0
 2.0 1.8 0.2 3.6 1.6 83.0 14.0
 5.0 1.8 3.2 4.0 1.0 4178.0 480.0
 4.0 2.0 2.0 3.8 0.2 1129.0 387.0
 3.0 2.0 1.0 3.0 0.0 541.0 211.0
 2.5 1.0 1.5 2.7 0.2 5428.0 212.0
 1.5 3.0 1.5 4.1 2.6 365.0 303.0
 4.0 2.7 1.3 4.0 0.0 871.0 375.0
 3.5 1.6 1.9 3.5 0.0 5296.0 211.0
 2.0 2.2 0.2 2.7 0.7 1182.0 349.0
 0.5 1.8 1.3 3.8 3.3 464.0 428.0
 4.0 2.7 1.3 3.6 0.4 2198.0 239.0
 4.0 3.4 0.6 3.5 0.5 504.0 669.0
 4.0 2.5 1.5 3.9 0.1 2306.0 98.0
 4.5 2.9 1.6 4.2 0.3 474.0 282.0
 2.5 1.8 0.7 3.8 1.3 261.0 546.0
 5.0 1.4 3.6 3.2 1.8 4563.0 563.0
 2.5 2.8 0.3 2.9 0.4 2267.0 62.0
 4.5 2.8 1.7 3.2 1.3 407.0 302.0
 3.0 2.5 0.5 3.3 0.3 400.0 5.0
 3.0 2.2 0.8 3.6 0.6 401.0 528.0
 2.5 1.3 1.2 3.2 0.7 7263.0 451.0
 5.0 2.1 2.9 2.9 2.1 644.0 574.0
 3.0 1.9 1.1 4.2 1.2 474.0 456.0
 5.0 3.1 1.9 4.2 0.8 474.0 653.0
 2.5 2.2 0.3 2.4 0.1 2951.0 104.0
 2.0 1.4 0.6 2.8 0.8 1095.0 546.0
 5.0 1.5 3.5 4.4 0.6 4169.0 298.0
 4.0 2.9 1.1 3.8 0.2 439.0 252.0
 4.0 2.0 2.0 3.8 0.2 2730.0 29.0
 4.0 0.9 3.1 3.4 0.6 8072.0 546.0
 4.0 2.2 1.8 3.9 0.1 894.0 118.0
 5.0 3.1 1.9 4.0 1.0 153.0 176.0
 3.0 3.3 0.3 3.4 0.4 29.0 23.0
 0.5 3.2 2.7 4.1 3.6 79.0 303.0
 3.0 2.4 0.6 3.2 0.2 68.0 508.0
 2.0 2.4 0.4 2.8 0.8 2088.0 21.0
 4.0 1.8 2.2 4.2 0.2 6823.0 386.0
 4.0 2.7 1.3 3.2 0.8 5263.0 223.0
 2.5 1.6 0.9 2.8 0.3 1150.0 619.0
 3.0 3.0 0.0 2.7 0.3 662.0 318.0
 3.5 2.3 1.2 3.1 0.4 2512.0 614.0
 5.0 3.4 1.6 4.0 1.0 389.0 27.0
 2.0 2.2 0.2 2.3 0.3 4599.0 452.0
 3.0 2.6 0.4 3.8 0.8 470.0 327.0
 3.0 2.5 0.5 3.4 0.4 26.0 664.0
 3.0 2.5 0.5 3.2 0.2 2138.0 547.0
 3.0 2.8 0.2 3.2 0.2 20.0 267.0
 4.5 1.1 3.4 4.0 0.5 1112.0 546.0
 1.0 1.7 0.7 4.1 3.1 1888.0 14.0
 3.5 1.5 2.0 3.3 0.2 1485.0 474.0
 3.5 2.9 0.6 3.4 0.1 352.0 302.0
 2.0 2.1 0.1 3.6 1.6 3429.0 60.0
 3.5 2.4 1.1 3.8 0.3 1126.0 71.0
 1.5 1.2 0.3 2.7 1.2 1490.0 14.0
 3.5 3.0 0.5 3.9 0.4 1654.0 432.0
 2.5 3.0 0.5 3.8 1.3 1421.0 123.0
 5.0 2.9 2.1 3.0 2.0 482.0 259.0
 2.0 1.4 0.6 3.4 1.4 4670.0 623.0
 5.0 2.9 2.1 2.7 2.3 2275.0 410.0
 0.5 3.0 2.5 3.0 2.5 840.0 288.0
 2.0 2.5 0.5 3.2 1.2 690.0 462.0
 2.0 1.9 0.1 2.2 0.2 4639.0 122.0
 5.0 3.1 1.9 3.8 1.2 348.0 291.0
 4.5 2.7 1.8 4.0 0.5 457.0 387.0
 3.0 2.3 0.7 2.7 0.3 2109.0 127.0
 4.0 1.8 2.2 3.6 0.4 4960.0 366.0
 4.0 2.1 1.9 3.7 0.3 336.0 604.0
 3.0 1.2 1.8 3.2 0.2 5676.0 623.0
 3.5 2.3 1.2 3.8 0.3 1464.0 156.0
 3.0 2.3 0.7 3.1 0.1 837.0 47.0
 4.0 2.0 2.0 3.2 0.8 262.0 284.0
 4.5 1.6 2.9 2.7 1.8 1603.0 598.0
 4.0 1.6 2.4 3.6 0.4 6991.0 508.0
 3.0 1.7 1.3 2.4 0.6 3020.0 619.0
 4.0 2.2 1.8 2.9 1.1 840.0 533.0
 3.5 2.6 0.9 3.8 0.3 354.0 74.0
 5.0 2.7 2.3 4.1 0.9 480.0 242.0
 3.5 2.3 1.2 4.1 0.6 431.0 530.0
 4.0 3.0 1.0 3.6 0.4 244.0 166.0
 4.0 2.2 1.8 3.8 0.2 625.0 509.0
 5.0 3.1 1.9 3.7 1.3 224.0 518.0
 3.5 2.5 1.0 3.5 0.0 1354.0 315.0
 4.0 2.5 1.5 3.4 0.6 1492.0 387.0
 4.0 2.6 1.4 3.9 0.1 1293.0 239.0
 4.5 2.9 1.6 4.1 0.4 1797.0 249.0
 2.0 2.7 0.7 4.0 2.0 194.0 219.0
 4.0 2.8 1.2 3.8 0.2 89.0 25.0
 4.0 2.3 1.7 3.6 0.4 2578.0 471.0
 5.0 2.7 2.3 3.8 1.2 2329.0 159.0
 5.0 2.0 3.0 4.7 0.3 2408.0 235.0
 2.0 2.2 0.2 3.7 1.7 214.0 381.0
 3.0 2.0 1.0 3.8 0.8 3900.0 425.0
 2.0 2.9 0.9 2.8 0.8 217.0 529.0
 5.0 2.4 2.6 3.6 1.4 1369.0 459.0
 4.5 1.4 3.1 3.0 1.5 6081.0 298.0
 1.5 1.9 0.4 2.2 0.7 679.0 460.0
 4.0 2.6 1.4 4.0 0.0 298.0 55.0
 4.0 3.1 0.9 4.0 0.0 775.0 667.0
 1.0 2.3 1.3 4.0 3.0 788.0 34.0
 4.5 2.5 2.0 3.4 1.1 1437.0 651.0
 3.0 1.8 1.2 4.1 1.1 2017.0 579.0
 4.0 2.5 1.5 3.7 0.3 1514.0 315.0
 2.0 2.0 0.0 2.5 0.5 3332.0 533.0
 4.0 2.5 1.5 4.0 0.0 129.0 47.0
 3.5 1.2 2.3 3.5 0.0 4059.0 456.0
 4.0 2.7 1.3 3.9 0.1 1696.0 83.0
 3.0 2.4 0.6 3.9 0.9 676.0 253.0
 3.0 2.0 1.0 4.2 1.2 7000.0 406.0
 2.5 2.8 0.3 3.6 1.1 132.0 480.0
 3.5 3.8 0.3 4.0 0.5 129.0 566.0
 3.5 1.6 1.9 3.8 0.3 1652.0 623.0
 4.0 2.1 1.9 4.2 0.2 177.0 467.0
 4.0 1.6 2.4 3.0 1.0 5081.0 345.0
 3.0 3.6 0.6 3.3 0.3 72.0 126.0
 4.0 2.6 1.4 4.0 0.0 5674.0 245.0
 3.0 2.4 0.6 3.3 0.3 421.0 387.0
 3.0 2.8 0.2 4.1 1.1 122.0 527.0
 4.0 2.8 1.2 2.7 1.3 34.0 661.0
 4.0 2.2 1.8 3.3 0.7 409.0 128.0
 4.0 1.8 2.2 3.7 0.3 5971.0 586.0
 4.0 2.6 1.4 3.7 0.3 425.0 490.0
 3.0 3.1 0.1 4.0 1.0 505.0 160.0
 1.5 1.3 0.2 3.0 1.5 3660.0 467.0
 4.0 1.6 2.4 3.5 0.5 2671.0 451.0
 3.0 2.8 0.2 3.7 0.7 778.0 101.0
 5.0 1.5 3.5 3.8 1.2 2822.0 29.0
 3.5 2.6 0.9 3.4 0.1 806.0 663.0
 4.0 3.1 0.9 3.9 0.1 387.0 163.0
 4.0 2.2 1.8 3.7 0.3 1221.0 579.0
 4.5 2.5 2.0 4.3 0.2 5218.0 653.0
 2.5 1.6 0.9 3.5 1.0 1681.0 379.0
 4.0 3.5 0.5 3.8 0.2 332.0 152.0
 3.0 3.1 0.1 3.2 0.2 91.0 591.0
 2.5 1.9 0.6 3.6 1.1 1215.0 199.0
 2.0 2.9 0.9 3.3 1.3 111.0 282.0
 2.0 2.2 0.2 2.5 0.5 2529.0 574.0
 5.0 2.1 2.9 3.8 1.2 1448.0 627.0
 4.5 3.2 1.3 3.8 0.7 477.0 332.0
 4.0 2.6 1.4 3.2 0.8 461.0 653.0
 4.0 2.9 1.1 4.1 0.1 402.0 533.0
 2.5 2.1 0.4 3.6 1.1 1260.0 383.0
 2.0 1.8 0.2 2.1 0.1 4847.0 517.0
 3.0 0.9 2.1 1.0 2.0 7082.0 546.0
 2.0 2.1 0.1 3.1 1.1 231.0 42.0
 3.5 1.8 1.7 3.5 0.0 2493.0 211.0
 1.5 1.4 0.1 2.7 1.2 3067.0 467.0
 1.0 1.1 0.1 5.0 4.0 1890.0 14.0
 4.0 2.5 1.5 3.7 0.3 118.0 104.0
 4.0 2.6 1.4 3.8 0.2 2398.0 418.0
 4.0 2.0 2.0 3.5 0.5 2126.0 293.0
 2.5 2.4 0.1 2.7 0.2 648.0 267.0
 4.0 3.0 1.0 3.4 0.6 88.0 6.0
 2.5 2.1 0.4 3.2 0.7 841.0 211.0
 4.5 2.2 2.3 4.1 0.4 1950.0 22.0
 1.0 2.4 1.4 3.0 2.0 86.0 284.0
 3.0 2.2 0.8 3.7 0.7 1732.0 237.0
 1.5 2.5 1.0 4.0 2.5 298.0 96.0
 4.0 2.0 2.0 3.5 0.5 4337.0 242.0
 3.5 2.6 0.9 3.5 0.0 176.0 312.0
 4.0 1.9 2.1 3.7 0.3 4432.0 118.0
 3.0 1.7 1.3 4.1 1.1 2341.0 194.0
 4.0 2.3 1.7 3.0 1.0 1271.0 597.0
 3.5 1.3 2.2 3.8 0.3 460.0 14.0
 3.0 2.0 1.0 3.4 0.4 1058.0 219.0
 5.0 1.8 3.2 2.1 2.9 679.0 563.0
 3.0 1.7 1.3 3.4 0.4 2727.0 194.0
 4.0 1.8 2.2 2.9 1.1 5278.0 470.0
 5.0 3.1 1.9 3.7 1.3 405.0 655.0
 4.0 3.1 0.9 3.0 1.0 84.0 592.0
 4.0 2.6 1.4 3.9 0.1 264.0 573.0
 3.5 2.5 1.0 2.2 1.3 501.0 429.0
 4.0 1.5 2.5 2.5 1.5 4645.0 293.0
 4.0 3.3 0.7 4.0 0.0 134.0 561.0
 2.0 2.2 0.2 4.0 2.0 4627.0 584.0
 4.0 2.7 1.3 3.2 0.8 3437.0 552.0
 4.0 2.1 1.9 3.1 0.9 3119.0 110.0
 3.0 2.7 0.3 3.5 0.5 1516.0 583.0
 4.5 2.6 1.9 4.0 0.5 188.0 614.0
 5.0 2.8 2.2 3.6 1.4 110.0 471.0
 5.0 2.3 2.7 2.8 2.2 604.0 127.0
 3.5 3.1 0.4 3.9 0.4 127.0 543.0
 4.0 3.0 1.0 4.1 0.1 2135.0 294.0
 5.0 3.0 2.0 3.4 1.6 506.0 251.0
 5.0 1.2 3.8 4.2 0.8 9023.0 651.0
 3.5 2.6 0.9 3.6 0.1 300.0 22.0
 3.0 2.5 0.5 3.9 0.9 632.0 71.0
 3.5 2.1 1.4 3.6 0.1 1138.0 72.0
 3.0 1.8 1.2 3.4 0.4 3241.0 425.0
 1.0 1.6 0.6 2.6 1.6 3666.0 563.0
 4.5 2.6 1.9 3.9 0.6 445.0 459.0
 3.0 2.8 0.2 4.0 1.0 219.0 236.0
 4.5 3.4 1.1 3.9 0.6 655.0 274.0
 5.0 1.7 3.3 3.3 1.7 4849.0 586.0
 2.0 1.8 0.2 2.9 0.9 538.0 188.0
 2.5 2.0 0.5 3.9 1.4 4848.0 627.0
 4.0 1.7 2.3 2.6 1.4 3710.0 94.0
 4.0 2.3 1.7 3.8 0.2 427.0 579.0
 5.0 1.8 3.2 3.7 1.3 1587.0 55.0
 3.5 2.1 1.4 3.9 0.4 1475.0 72.0
 2.5 1.8 0.7 3.4 0.9 1007.0 467.0
 5.0 2.0 3.0 2.3 2.7 2962.0 127.0
 3.5 3.2 0.3 3.2 0.3 8.0 561.0
 3.5 1.6 1.9 2.9 0.6 2263.0 72.0
 5.0 2.0 3.0 3.3 1.7 273.0 238.0
 3.0 2.9 0.1 3.3 0.3 890.0 591.0
 5.0 3.1 1.9 3.8 1.2 434.0 185.0
 3.0 2.6 0.4 3.7 0.7 535.0 9.0
 4.0 1.2 2.8 3.2 0.8 5030.0 212.0
 4.0 1.9 2.1 3.5 0.5 2733.0 305.0
 2.5 1.5 1.0 3.5 1.0 614.0 456.0
 1.5 1.9 0.4 2.9 1.4 2872.0 104.0
 3.0 3.1 0.1 3.8 0.8 473.0 322.0
 5.0 3.7 1.3 3.6 1.4 57.0 113.0
 3.0 1.8 1.2 2.7 0.3 2603.0 29.0
 3.0 2.0 1.0 3.9 0.9 4137.0 586.0
 4.5 3.1 1.4 3.2 1.3 3437.0 514.0
 4.0 2.8 1.2 2.7 1.3 52.0 589.0
 3.0 3.0 0.0 2.3 0.7 2083.0 542.0
 4.0 2.1 1.9 3.8 0.2 261.0 305.0
 2.0 2.0 0.0 3.3 1.3 715.0 345.0
 2.0 2.1 0.1 1.8 0.2 2954.0 362.0
 1.0 1.5 0.5 3.0 2.0 5997.0 563.0
 4.0 2.2 1.8 4.0 0.0 4967.0 174.0
 3.5 1.5 2.0 3.3 0.2 2168.0 546.0
 3.5 1.9 1.6 3.2 0.3 281.0 556.0
 5.0 2.8 2.2 3.9 1.1 1041.0 349.0
 1.0 2.9 1.9 3.0 2.0 998.0 652.0
 3.5 2.7 0.8 3.3 0.2 817.0 595.0
 2.5 1.6 0.9 3.2 0.7 1314.0 381.0
 3.5 1.6 1.9 3.9 0.4 1546.0 456.0
 5.0 2.9 2.1 3.6 1.4 1532.0 306.0
 3.0 2.0 1.0 3.7 0.7 3728.0 327.0
 3.0 2.2 0.8 3.8 0.8 261.0 29.0
 4.0 1.9 2.1 3.2 0.8 2587.0 118.0
 3.0 1.4 1.6 3.7 0.7 2469.0 132.0
 5.0 1.9 3.1 2.0 3.0 6452.0 311.0
 5.0 3.0 2.0 4.1 0.9 137.0 267.0
 4.0 2.1 1.9 3.6 0.4 2640.0 407.0
 4.0 1.9 2.1 4.0 0.0 791.0 579.0
 3.0 3.2 0.2 3.6 0.6 355.0 449.0
 3.5 2.6 0.9 3.6 0.1 97.0 586.0
 3.5 1.6 1.9 3.3 0.2 1758.0 381.0
 5.0 3.6 1.4 3.6 1.4 110.0 227.0
 2.5 1.5 1.0 3.1 0.6 1670.0 175.0
 4.0 3.2 0.8 3.8 0.2 40.0 518.0
 4.0 2.8 1.2 3.9 0.1 187.0 354.0
 1.0 2.1 1.1 3.3 2.3 340.0 379.0
 5.0 2.2 2.8 3.6 1.4 5463.0 526.0
 3.0 2.8 0.2 2.6 0.4 34.0 49.0
 4.5 0.9 3.6 3.4 1.1 8260.0 546.0
 2.0 1.7 0.3 3.2 1.2 667.0 456.0
 2.0 2.8 0.8 3.9 1.9 467.0 471.0
 4.0 3.1 0.9 3.4 0.6 139.0 165.0
 2.5 1.6 0.9 3.2 0.7 2506.0 212.0
 3.0 1.9 1.1 2.6 0.4 5168.0 663.0
 4.0 2.4 1.6 3.8 0.2 458.0 528.0
 3.5 2.7 0.8 2.9 0.6 60.0 312.0
 4.0 2.5 1.5 3.4 0.6 409.0 29.0
 4.0 2.8 1.2 3.4 0.6 64.0 471.0
 3.0 2.9 0.1 3.0 0.0 56.0 125.0
 3.5 1.2 2.3 3.0 0.5 7341.0 467.0
 5.0 4.3 0.7 4.0 1.0 180.0 447.0
 2.5 1.1 1.4 2.0 0.5 1335.0 14.0
 5.0 3.5 1.5 3.8 1.2 477.0 297.0
 3.0 2.3 0.7 3.2 0.2 2958.0 176.0
 4.0 3.3 0.7 3.7 0.3 69.0 652.0
 4.5 3.6 0.9 4.1 0.4 79.0 306.0
 2.5 1.7 0.8 3.2 0.7 915.0 467.0
 4.5 2.1 2.4 3.6 0.9 1304.0 425.0
 4.5 3.0 1.5 3.7 0.8 1098.0 429.0
 3.0 2.0 1.0 3.3 0.3 803.0 72.0
 4.0 2.5 1.5 4.1 0.1 2994.0 33.0
 4.0 3.1 0.9 3.3 0.7 72.0 245.0
 4.0 3.2 0.8 2.8 1.2 48.0 150.0
 4.0 2.9 1.1 3.9 0.1 2352.0 200.0
 3.0 2.3 0.7 3.2 0.2 456.0 104.0
 2.0 1.8 0.2 2.7 0.7 2704.0 211.0
 4.5 3.2 1.3 4.1 0.4 798.0 92.0
 4.0 2.9 1.1 4.2 0.2 158.0 465.0
 3.0 2.5 0.5 3.3 0.3 1115.0 527.0
 3.0 2.0 1.0 3.6 0.6 2242.0 664.0
 4.0 2.8 1.2 4.1 0.1 1955.0 575.0
 4.0 2.0 2.0 4.0 0.0 5984.0 282.0
 4.0 2.0 2.0 3.9 0.1 797.0 118.0
 3.0 1.3 1.7 3.4 0.4 3340.0 623.0
 4.0 1.2 2.8 3.6 0.4 8392.0 563.0
 1.0 1.0 0.0 2.7 1.7 5421.0 623.0
 4.0 2.7 1.3 3.5 0.5 297.0 452.0
 5.0 1.8 3.2 4.0 1.0 6833.0 387.0
 5.0 2.3 2.7 3.0 2.0 6079.0 655.0
 2.0 2.2 0.2 3.7 1.7 2253.0 471.0
 2.0 1.9 0.1 3.5 1.5 521.0 451.0
 1.5 2.2 0.7 3.5 2.0 346.0 499.0
 5.0 3.0 2.0 3.8 1.2 332.0 218.0
 3.0 2.5 0.5 2.7 0.3 1072.0 452.0
 3.5 1.8 1.7 3.4 0.1 472.0 310.0
 4.0 3.2 0.8 3.4 0.6 69.0 368.0
 3.5 2.0 1.5 3.3 0.2 361.0 499.0
 1.5 2.7 1.2 3.8 2.3 489.0 417.0
 3.0 1.8 1.2 3.6 0.6 247.0 164.0
 2.5 1.1 1.4 3.5 1.0 1614.0 14.0
 5.0 2.4 2.6 3.4 1.6 6535.0 536.0
 5.0 2.9 2.1 3.5 1.5 339.0 465.0
 5.0 1.8 3.2 3.0 2.0 6098.0 403.0
 5.0 2.4 2.6 3.2 1.8 4135.0 550.0
 4.0 2.4 1.6 4.1 0.1 180.0 149.0
 4.0 2.9 1.1 3.6 0.4 247.0 147.0
 5.0 2.4 2.6 4.1 0.9 559.0 149.0
 3.0 2.4 0.6 2.3 0.7 2092.0 161.0
 4.0 2.1 1.9 3.4 0.6 3356.0 118.0
 4.0 2.6 1.4 4.1 0.1 1605.0 583.0
 5.0 2.7 2.3 3.6 1.4 1941.0 515.0
 3.0 3.2 0.2 2.8 0.2 48.0 81.0
 5.0 2.9 2.1 2.8 2.2 2521.0 287.0
 2.0 2.0 0.0 3.2 1.2 2644.0 508.0
 0.5 2.6 2.1 2.5 2.0 3009.0 87.0
 3.0 2.9 0.1 3.4 0.4 59.0 301.0
 2.0 1.1 0.9 4.2 2.2 978.0 14.0
 3.5 2.5 1.0 3.2 0.3 2073.0 470.0
 4.0 1.9 2.1 4.0 0.0 765.0 357.0
 3.0 2.4 0.6 3.0 0.0 84.0 395.0
 4.5 2.9 1.6 4.0 0.5 1537.0 249.0
 4.5 2.7 1.8 4.0 0.5 471.0 595.0
 3.5 2.0 1.5 4.7 1.2 4671.0 312.0
 4.0 3.2 0.8 3.7 0.3 447.0 89.0
 3.5 1.5 2.0 4.1 0.6 1965.0 467.0
 2.0 1.4 0.6 2.0 0.0 944.0 212.0
 3.0 1.4 1.6 2.4 0.6 2274.0 623.0
 4.0 2.8 1.2 3.3 0.7 696.0 101.0
 4.0 3.5 0.5 3.9 0.1 264.0 558.0
 1.5 2.5 1.0 2.9 1.4 647.0 156.0
 2.0 1.6 0.4 3.6 1.6 5150.0 198.0
 4.5 2.0 2.5 4.2 0.3 3145.0 110.0
 1.0 1.6 0.6 2.1 1.1 641.0 72.0
 3.0 2.6 0.4 3.2 0.2 16.0 610.0
 4.0 2.2 1.8 3.6 0.4 496.0 293.0
 3.0 2.1 0.9 3.6 0.6 901.0 72.0
 4.0 1.9 2.1 3.7 0.3 2627.0 118.0
 4.5 2.4 2.1 3.7 0.8 350.0 110.0
 4.0 3.2 0.8 3.4 0.6 2524.0 109.0
 4.0 1.6 2.4 3.7 0.3 5644.0 528.0
 4.0 2.1 1.9 3.0 1.0 2196.0 101.0
 4.0 2.9 1.1 3.8 0.2 196.0 354.0
 4.0 2.6 1.4 2.5 1.5 2539.0 153.0
 3.0 2.5 0.5 3.8 0.8 4390.0 268.0
 3.0 2.1 0.9 3.8 0.8 261.0 508.0
 3.0 2.8 0.2 3.1 0.1 278.0 184.0
 3.0 2.2 0.8 4.0 1.0 2337.0 29.0
 5.0 3.2 1.8 3.7 1.3 71.0 568.0
 3.0 2.1 0.9 3.3 0.3 3349.0 386.0
 4.5 2.2 2.3 4.5 0.0 7804.0 543.0
 3.5 1.3 2.2 3.4 0.1 1320.0 212.0
 3.5 2.5 1.0 4.0 0.5 412.0 156.0
 4.0 2.2 1.8 3.1 0.9 1277.0 198.0
 5.0 2.4 2.6 3.7 1.3 27.0 42.0
 2.5 2.3 0.2 3.7 1.2 1631.0 422.0
 3.0 2.6 0.4 3.5 0.5 1154.0 127.0
 2.0 1.7 0.3 2.4 0.4 2343.0 404.0
 4.0 2.4 1.6 3.8 0.2 4390.0 386.0
 3.0 1.7 1.3 3.8 0.8 7478.0 471.0
 3.0 1.2 1.8 3.5 0.5 567.0 14.0
 3.0 2.9 0.1 3.2 0.2 2513.0 241.0
 4.0 3.1 0.9 3.4 0.6 83.0 436.0
 4.0 2.7 1.3 3.3 0.7 111.0 387.0
 3.0 2.2 0.8 3.5 0.5 6001.0 397.0
 3.5 1.9 1.6 3.9 0.4 578.0 164.0
 4.0 1.7 2.3 3.0 1.0 5079.0 201.0
 4.0 2.8 1.2 4.0 0.0 195.0 20.0
 5.0 2.6 2.4 3.8 1.2 170.0 55.0
 5.0 3.0 2.0 3.9 1.1 486.0 339.0
 2.0 3.1 1.1 4.0 2.0 412.0 197.0
 4.0 3.1 0.9 4.0 0.0 49.0 83.0
 2.0 2.5 0.5 3.9 1.9 19.0 129.0
 4.0 2.0 2.0 3.3 0.7 3631.0 614.0
 3.0 2.5 0.5 3.4 0.4 272.0 220.0
 4.0 2.0 2.0 4.0 0.0 2337.0 528.0
 2.5 1.4 1.1 3.4 0.9 6732.0 379.0
 2.5 2.4 0.1 3.6 1.1 300.0 262.0
 5.0 2.9 2.1 3.7 1.3 1221.0 432.0
 2.5 2.6 0.1 4.1 1.6 559.0 148.0
 4.0 2.4 1.6 3.8 0.2 2190.0 296.0
 4.0 2.6 1.4 3.6 0.4 2999.0 33.0
 4.0 2.5 1.5 3.0 1.0 2599.0 56.0
 3.0 2.2 0.8 3.1 0.1 1972.0 105.0
 4.0 2.3 1.7 3.6 0.4 339.0 284.0
 4.5 1.2 3.3 4.4 0.1 1443.0 14.0
 3.0 2.7 0.3 3.0 0.0 285.0 386.0
 4.0 0.9 3.1 3.4 0.6 8271.0 546.0
 4.0 1.9 2.1 4.1 0.1 2381.0 586.0
 3.0 3.2 0.2 3.4 0.4 672.0 290.0
 2.0 2.2 0.2 3.0 1.0 2694.0 532.0
 3.0 3.0 0.0 3.0 0.0 91.0 618.0
 2.5 2.2 0.3 3.7 1.2 288.0 404.0
 1.0 2.9 1.9 3.5 2.5 943.0 594.0
 4.0 1.6 2.4 3.6 0.4 4003.0 474.0
 4.0 1.8 2.2 3.9 0.1 264.0 352.0
 4.0 3.3 0.7 4.0 0.0 479.0 7.0
